'Elapsed time','ECG I','ECG I filtered'
4.894,-0.150,-0.050
4.896,-0.055,-0.055
4.898,-0.005,-0.060
4.900,0.025,-0.065
4.902,0.075,-0.065
4.904,0.095,-0.065
4.906,0.015,-0.065
4.908,-0.055,-0.065
4.910,-0.055,-0.065
4.912,-0.165,-0.065
4.914,-0.155,-0.065
4.916,-0.085,-0.060
4.918,-0.005,-0.055
4.920,0.055,-0.050
4.922,0.130,-0.045
4.924,0.065,-0.040
4.926,0.035,-0.035
4.928,0.015,-0.035
4.930,-0.085,-0.035
4.932,-0.100,-0.035
4.934,-0.080,-0.035
4.936,-0.135,-0.040
4.938,0.040,-0.045
4.940,0.075,-0.045
4.942,0.045,-0.050
4.944,0.065,-0.050
4.946,0.035,-0.045
4.948,-0.025,-0.040
4.950,-0.050,-0.040
4.952,-0.130,-0.035
4.954,-0.110,-0.035
4.956,-0.015,-0.040
4.958,-0.005,-0.045
4.960,0.060,-0.050
4.962,0.085,-0.055
4.964,0.090,-0.060
4.966,-0.005,-0.065
4.968,-0.060,-0.060
4.970,-0.100,-0.055
4.972,-0.070,-0.040
4.974,-0.110,-0.030
4.976,-0.025,-0.015
4.978,0.070,-0.005
4.980,0.090,0.000
4.982,0.160,0.000
4.984,0.105,-0.005
4.986,0.025,-0.015
4.988,-0.040,-0.030
4.990,-0.145,-0.040
4.992,-0.150,-0.050
4.994,-0.115,-0.055
4.996,-0.045,-0.055
4.998,0.010,-0.050
5.000,0.085,-0.035
5.002,0.150,-0.025
5.004,0.140,-0.010
5.006,0.035,-0.005
5.008,-0.050,0.000
5.010,-0.050,0.000
5.012,-0.065,-0.005
5.014,-0.095,-0.015
5.016,-0.030,-0.025
5.018,0.030,-0.030
5.020,0.095,-0.035
5.022,0.110,-0.035
5.024,0.105,-0.030
5.026,0.045,-0.025
5.028,-0.010,-0.020
5.030,-0.085,-0.015
5.032,-0.125,-0.015
5.034,-0.085,-0.015
5.036,-0.020,-0.020
5.038,0.025,-0.025
5.040,0.065,-0.030
5.042,0.125,-0.035
5.044,0.110,-0.035
5.046,0.035,-0.035
5.048,-0.025,-0.030
5.050,-0.125,-0.020
5.052,-0.105,-0.015
5.054,-0.065,-0.005
5.056,0.030,0.000
5.058,0.110,0.000
5.060,0.150,0.000
5.062,0.115,0.000
5.064,0.105,-0.005
5.066,0.015,-0.010
5.068,-0.070,-0.015
5.070,-0.120,-0.025
5.072,-0.145,-0.030
5.074,-0.065,-0.035
5.076,-0.015,-0.035
5.078,0.050,-0.040
5.080,0.095,-0.040
5.082,0.090,-0.045
5.084,0.070,-0.040
5.086,-0.040,-0.040
5.088,-0.025,-0.035
5.090,-0.140,-0.035
5.092,-0.150,-0.030
5.094,-0.150,-0.025
5.096,0.040,-0.020
5.098,0.070,-0.020
5.100,0.140,-0.020
5.102,0.125,-0.025
5.104,0.055,-0.030
5.106,-0.035,-0.035
5.108,-0.080,-0.040
5.110,-0.120,-0.045
5.112,-0.115,-0.045
5.114,-0.055,-0.045
5.116,0.020,-0.045
5.118,0.055,-0.045
5.120,0.115,-0.040
5.122,0.100,-0.040
5.124,0.055,-0.040
5.126,-0.035,-0.040
5.128,-0.040,-0.040
5.130,-0.165,-0.040
5.132,-0.135,-0.040
5.134,-0.115,-0.035
5.136,0.005,-0.035
5.138,0.065,-0.035
5.140,0.155,-0.035
5.142,0.105,-0.040
5.144,0.065,-0.045
5.146,-0.060,-0.050
5.148,-0.080,-0.050
5.150,-0.195,-0.055
5.152,-0.170,-0.055
5.154,-0.060,-0.055
5.156,0.020,-0.055
5.158,0.020,-0.050
5.160,0.095,-0.045
5.162,0.115,-0.045
5.164,0.055,-0.040
5.166,-0.040,-0.040
5.168,-0.095,-0.040
5.170,-0.180,-0.040
5.172,-0.115,-0.040
5.174,-0.080,-0.045
5.176,-0.005,-0.045
5.178,0.025,-0.045
5.180,0.095,-0.045
5.182,0.075,-0.050
5.184,0.025,-0.050
5.186,-0.060,-0.050
5.188,-0.100,-0.055
5.190,-0.150,-0.055
5.192,-0.125,-0.055
5.194,-0.090,-0.055
5.196,0.005,-0.050
5.198,0.030,-0.050
5.200,0.090,-0.045
5.202,0.145,-0.045
5.204,0.030,-0.045
5.206,-0.040,-0.045
5.208,-0.030,-0.045
5.210,-0.160,-0.045
5.212,-0.140,-0.040
5.214,-0.090,-0.035
5.216,0.030,-0.030
5.218,0.075,-0.025
5.220,0.205,-0.015
5.222,0.120,-0.010
5.224,0.070,0.000
5.226,-0.045,0.000
5.228,-0.025,0.000
5.230,-0.130,0.000
5.232,-0.130,-0.010
5.234,-0.035,-0.015
5.236,0.045,-0.020
5.238,0.060,-0.025
5.240,0.135,-0.025
5.242,0.145,-0.025
5.244,0.050,-0.020
5.246,-0.010,-0.015
5.248,-0.090,-0.010
5.250,-0.150,-0.010
5.252,-0.075,-0.005
5.254,-0.065,-0.005
5.256,0.040,-0.010
5.258,0.140,-0.015
5.260,0.200,-0.020
5.262,0.115,-0.025
5.264,0.005,-0.030
5.266,-0.020,-0.035
5.268,-0.095,-0.035
5.270,-0.130,-0.040
5.272,-0.135,-0.040
5.274,-0.125,-0.045
5.276,0.010,-0.045
5.278,0.060,-0.050
5.280,0.080,-0.050
5.282,0.105,-0.050
5.284,0.045,-0.050
5.286,-0.070,-0.050
5.288,-0.140,-0.050
5.290,-0.175,-0.055
5.292,-0.150,-0.060
5.294,-0.050,-0.065
5.296,0.015,-0.070
5.298,0.020,-0.075
5.300,0.070,-0.085
5.302,0.015,-0.090
5.304,-0.025,-0.090
5.306,-0.095,-0.090
5.308,-0.125,-0.085
5.310,-0.145,-0.080
5.312,-0.145,-0.070
5.314,-0.060,-0.065
5.316,0.005,-0.065
5.318,0.055,-0.060
5.320,0.050,-0.060
5.322,0.045,-0.065
5.324,0.010,-0.065
5.326,-0.110,-0.070
5.328,-0.175,-0.070
5.330,-0.140,-0.075
5.332,-0.150,-0.075
5.334,-0.050,-0.080
5.336,-0.025,-0.085
5.338,0.030,-0.090
5.340,0.070,-0.095
5.342,0.025,-0.100
5.344,-0.095,-0.110
5.346,-0.155,-0.115
5.348,-0.200,-0.115
5.350,-0.165,-0.120
5.352,-0.165,-0.115
5.354,-0.105,-0.105
5.356,-0.070,-0.090
5.358,0.090,-0.060
5.360,0.140,-0.015
5.362,0.155,0.045
5.364,0.135,0.120
5.366,0.170,0.205
5.368,0.230,0.295
5.370,0.360,0.380
5.372,0.495,0.455
5.374,0.595,0.505
5.376,0.620,0.525
5.378,0.650,0.510
5.380,0.510,0.460
5.382,0.430,0.385
5.384,0.325,0.285
5.386,0.195,0.175
5.388,-0.035,0.065
5.390,-0.115,-0.035
5.392,-0.190,-0.120
5.394,-0.280,-0.180
5.396,-0.255,-0.225
5.398,-0.125,-0.255
5.400,-0.110,-0.265
5.402,-0.160,-0.265
5.404,-0.180,-0.255
5.406,-0.295,-0.245
5.408,-0.355,-0.225
5.410,-0.310,-0.205
5.412,-0.295,-0.180
5.414,-0.100,-0.155
5.416,0.025,-0.130
5.418,0.045,-0.110
5.420,0.040,-0.090
5.422,-0.085,-0.080
5.424,-0.045,-0.075
5.426,-0.090,-0.070
5.428,-0.130,-0.070
5.430,-0.125,-0.070
5.432,-0.090,-0.065
5.434,-0.020,-0.065
5.436,0.045,-0.060
5.438,0.105,-0.055
5.440,0.110,-0.045
5.442,0.070,-0.040
5.444,0.015,-0.035
5.446,-0.080,-0.030
5.448,-0.190,-0.030
5.450,-0.140,-0.030
5.452,-0.060,-0.025
5.454,0.000,-0.025
5.456,0.075,-0.020
5.458,0.200,-0.015
5.460,0.150,-0.005
5.462,0.060,0.000
5.464,0.015,0.005
5.466,-0.030,0.005
5.468,-0.140,0.000
5.470,-0.100,-0.005
5.472,-0.075,-0.015
5.474,0.050,-0.025
5.476,0.065,-0.030
5.478,0.115,-0.030
5.480,0.120,-0.030
5.482,0.060,-0.025
5.484,-0.010,-0.015
5.486,-0.020,-0.010
5.488,-0.110,0.000
5.490,-0.070,0.000
5.492,-0.080,0.000
5.494,0.030,-0.005
5.496,0.075,-0.010
5.498,0.140,-0.020
5.500,0.085,-0.030
5.502,0.060,-0.035
5.504,-0.010,-0.035
5.506,-0.035,-0.030
5.508,-0.210,-0.025
5.510,-0.095,-0.015
5.512,0.020,-0.005
5.514,-0.005,0.005
5.516,0.115,0.010
5.518,0.155,0.015
5.520,0.175,0.015
5.522,0.100,0.020
5.524,0.035,0.020
5.526,-0.010,0.025
5.528,-0.100,0.030
5.530,-0.040,0.040
5.532,0.035,0.045
5.534,0.095,0.045
5.536,0.175,0.050
5.538,0.150,0.045
5.540,0.140,0.040
5.542,0.075,0.035
5.544,0.030,0.030
5.546,-0.015,0.025
5.548,-0.075,0.025
5.550,-0.065,0.025
5.552,0.010,0.030
5.554,0.115,0.040
5.556,0.125,0.045
5.558,0.225,0.045
5.560,0.165,0.045
5.562,0.075,0.045
5.564,0.010,0.040
5.566,-0.045,0.040
5.568,-0.060,0.040
5.570,-0.045,0.045
5.572,0.050,0.050
5.574,0.135,0.065
5.576,0.250,0.080
5.578,0.255,0.090
5.580,0.215,0.100
5.582,0.140,0.105
5.584,0.035,0.105
5.586,0.025,0.105
5.588,-0.030,0.100
5.590,0.045,0.095
5.592,0.070,0.095
5.594,0.195,0.100
5.596,0.235,0.110
5.598,0.295,0.125
5.600,0.290,0.140
5.602,0.185,0.160
5.604,0.145,0.175
5.606,0.080,0.185
5.608,0.050,0.190
5.610,0.140,0.190
5.612,0.145,0.190
5.614,0.275,0.180
5.616,0.315,0.170
5.618,0.350,0.165
5.620,0.275,0.160
5.622,0.200,0.160
5.624,0.145,0.165
5.626,0.090,0.170
5.628,0.090,0.180
5.630,0.120,0.185
5.632,0.200,0.195
5.634,0.280,0.200
5.636,0.350,0.200
5.638,0.340,0.205
5.640,0.330,0.205
5.642,0.270,0.210
5.644,0.205,0.210
5.646,0.155,0.210
5.648,0.120,0.210
5.650,0.105,0.205
5.652,0.180,0.200
5.654,0.220,0.195
5.656,0.320,0.185
5.658,0.315,0.175
5.660,0.255,0.165
5.662,0.185,0.155
5.664,0.135,0.145
5.666,0.015,0.140
5.668,0.065,0.130
5.670,0.075,0.125
5.672,0.100,0.115
5.674,0.130,0.105
5.676,0.190,0.090
5.678,0.180,0.080
5.680,0.190,0.065
5.682,0.110,0.050
5.684,0.030,0.040
5.686,-0.075,0.030
5.688,-0.100,0.020
5.690,-0.040,0.015
5.692,0.050,0.015
5.694,0.080,0.010
5.696,0.115,0.005
5.698,0.105,0.000
5.700,0.030,-0.010
5.702,0.030,-0.015
5.704,-0.020,-0.025
5.706,-0.135,-0.030
5.708,-0.115,-0.035
5.710,-0.080,-0.030
5.712,0.020,-0.030
5.714,0.030,-0.020
5.716,0.115,-0.015
5.718,0.115,-0.010
5.720,0.075,-0.010
5.722,-0.005,-0.010
5.724,-0.070,-0.015
5.726,-0.150,-0.025
5.728,-0.110,-0.035
5.730,-0.125,-0.045
5.732,0.000,-0.055
5.734,0.015,-0.065
5.736,0.080,-0.065
5.738,0.030,-0.070
5.740,0.040,-0.065
5.742,-0.045,-0.065
5.744,-0.100,-0.060
5.746,-0.175,-0.060
5.748,-0.165,-0.055
5.750,-0.095,-0.050
5.752,0.010,-0.050
5.754,0.075,-0.050
5.756,0.115,-0.050
5.758,0.100,-0.050
5.760,0.020,-0.050
5.762,-0.065,-0.060
5.764,-0.090,-0.065
5.766,-0.220,-0.075
5.768,-0.175,-0.080
5.770,-0.090,-0.090
5.772,0.000,-0.090
5.774,-0.040,-0.085
5.776,0.060,-0.080
5.778,0.095,-0.070
5.780,0.025,-0.055
5.782,-0.055,-0.045
5.784,-0.070,-0.035
5.786,-0.120,-0.035
5.788,-0.175,-0.035
5.790,-0.095,-0.040
5.792,0.005,-0.050
5.794,0.020,-0.060
5.796,0.115,-0.065
5.798,0.110,-0.070
5.800,0.015,-0.070
5.802,-0.070,-0.070
5.804,-0.100,-0.065
5.806,-0.205,-0.060
5.808,-0.170,-0.060
5.810,-0.135,-0.060
5.812,-0.005,-0.060
5.814,0.030,-0.060
5.816,0.110,-0.060
5.818,0.105,-0.060
5.820,-0.025,-0.060
5.822,-0.070,-0.055
5.824,-0.075,-0.050
5.826,-0.170,-0.045
5.828,-0.145,-0.040
5.830,-0.090,-0.035
5.832,0.025,-0.040
5.834,0.050,-0.040
5.836,0.135,-0.045
5.838,0.090,-0.045
5.840,-0.005,-0.050
5.842,-0.105,-0.050
5.844,-0.115,-0.050
5.846,-0.190,-0.045
5.848,-0.135,-0.040
5.850,-0.070,-0.040
5.852,-0.005,-0.035
5.854,0.080,-0.030
5.856,0.190,-0.025
5.858,0.165,-0.025
5.860,0.005,-0.020
5.862,-0.085,-0.015
5.864,-0.095,-0.010
5.866,-0.130,-0.005
5.868,-0.055,0.000
5.870,-0.030,0.000
5.872,0.050,0.000
5.874,0.070,-0.005
5.876,0.150,-0.010
5.878,0.125,-0.015
5.880,-0.005,-0.015
5.882,-0.055,-0.020
5.884,-0.050,-0.020
5.886,-0.140,-0.015
5.888,-0.090,-0.015
5.890,0.010,-0.015
5.892,0.050,-0.015
5.894,0.075,-0.015
5.896,0.120,-0.020
5.898,0.055,-0.020
5.900,0.015,-0.020
5.902,-0.030,-0.020
5.904,-0.040,-0.015
5.906,-0.100,-0.010
5.908,-0.095,0.000
5.910,0.000,0.000
5.912,0.050,0.000
5.914,0.080,0.000
5.916,0.110,-0.010
5.918,0.105,-0.020
5.920,-0.035,-0.030
5.922,-0.075,-0.040
5.924,-0.120,-0.045
5.926,-0.140,-0.050
5.928,-0.105,-0.050
5.930,0.000,-0.045
5.932,-0.010,-0.045
5.934,0.060,-0.040
5.936,0.110,-0.035
5.938,0.125,-0.030
5.940,-0.010,-0.030
5.942,-0.050,-0.025
5.944,-0.135,-0.020
5.946,-0.100,-0.020
5.948,-0.070,-0.015
5.950,0.015,-0.015
5.952,0.055,-0.015
5.954,0.125,-0.015
5.956,0.120,-0.020
5.958,0.020,-0.025
5.960,-0.025,-0.030
5.962,-0.090,-0.035
5.964,-0.195,-0.035
5.966,-0.060,-0.035
5.968,-0.090,-0.030
5.970,0.000,-0.025
5.972,0.045,-0.015
5.974,0.085,-0.010
5.976,0.125,-0.010
5.978,0.065,-0.010
5.980,-0.010,-0.015
5.982,-0.060,-0.020
5.984,-0.130,-0.025
5.986,-0.115,-0.030
5.988,-0.065,-0.030
5.990,0.000,-0.025
5.992,0.025,-0.020
5.994,0.140,-0.015
5.996,0.095,-0.015
5.998,0.025,-0.015
6.000,-0.005,-0.015
6.002,-0.075,-0.025
6.004,-0.155,-0.030
6.006,-0.125,-0.040
6.008,-0.080,-0.045
6.010,-0.010,-0.045
6.012,0.030,-0.045
6.014,0.110,-0.040
6.016,0.100,-0.035
6.018,0.050,-0.030
6.020,-0.065,-0.025
6.022,-0.070,-0.020
6.024,-0.150,-0.020
6.026,-0.080,-0.025
6.028,-0.095,-0.035
6.030,0.010,-0.040
6.032,0.010,-0.050
6.034,0.105,-0.055
6.036,0.060,-0.060
6.038,0.015,-0.060
6.040,-0.035,-0.055
6.042,-0.080,-0.045
6.044,-0.160,-0.030
6.046,-0.085,-0.020
6.048,-0.030,-0.010
6.050,0.035,0.000
6.052,0.060,0.000
6.054,0.135,0.000
6.056,0.100,-0.005
6.058,0.025,-0.015
6.060,-0.010,-0.030
6.062,-0.115,-0.040
6.064,-0.180,-0.050
6.066,-0.140,-0.055
6.068,-0.060,-0.055
6.070,-0.020,-0.050
6.072,0.060,-0.040
6.074,0.145,-0.030
6.076,0.140,-0.020
6.078,0.010,-0.015
6.080,0.005,-0.010
6.082,-0.090,-0.015
6.084,-0.180,-0.020
6.086,-0.115,-0.025
6.088,-0.085,-0.030
6.090,0.030,-0.035
6.092,0.070,-0.035
6.094,0.095,-0.035
6.096,0.100,-0.030
6.098,0.010,-0.025
6.100,-0.030,-0.015
6.102,-0.095,-0.010
6.104,-0.060,-0.005
6.106,-0.105,0.000
6.108,-0.030,0.000
6.110,0.075,-0.005
6.112,0.080,-0.010
6.114,0.085,-0.015
6.116,0.135,-0.020
6.118,-0.005,-0.020
6.120,-0.040,-0.020
6.122,-0.110,-0.015
6.124,-0.095,-0.010
6.126,-0.055,0.000
6.128,-0.005,0.005
6.130,0.070,0.010
6.132,0.130,0.015
6.134,0.145,0.015
6.136,0.155,0.015
6.138,0.060,0.015
6.140,-0.020,0.010
6.142,-0.075,0.005
6.144,-0.115,0.005
6.146,-0.065,0.000
6.148,0.015,0.000
6.150,0.095,0.005
6.152,0.130,0.010
6.154,0.165,0.015
6.156,0.125,0.020
6.158,0.060,0.025
6.160,0.060,0.025
6.162,-0.065,0.025
6.164,-0.080,0.020
6.166,-0.085,0.015
6.168,-0.030,0.010
6.170,0.045,0.005
6.172,0.115,0.000
6.174,0.155,-0.005
6.176,0.115,-0.005
6.178,0.090,-0.005
6.180,-0.015,0.000
6.182,-0.085,0.005
6.184,-0.095,0.005
6.186,-0.105,0.005
6.188,-0.020,0.005
6.190,0.070,0.000
6.192,0.115,-0.005
6.194,0.135,-0.010
6.196,0.110,-0.015
6.198,0.015,-0.015
6.200,-0.075,-0.020
6.202,-0.105,-0.020
6.204,-0.120,-0.020
6.206,-0.100,-0.015
6.208,-0.030,-0.015
6.210,-0.005,-0.015
6.212,0.100,-0.020
6.214,0.120,-0.025
6.216,0.075,-0.030
6.218,-0.020,-0.040
6.220,-0.080,-0.050
6.222,-0.180,-0.055
6.224,-0.165,-0.060
6.226,-0.140,-0.065
6.228,-0.050,-0.065
6.230,0.015,-0.060
6.232,0.070,-0.055
6.234,0.150,-0.045
6.236,0.020,-0.040
6.238,0.000,-0.030
6.240,-0.095,-0.030
6.242,-0.160,-0.025
6.244,-0.105,-0.025
6.246,-0.050,-0.030
6.248,-0.055,-0.035
6.250,0.010,-0.040
6.252,0.115,-0.050
6.254,0.055,-0.055
6.256,0.000,-0.070
6.258,-0.085,-0.080
6.260,-0.165,-0.095
6.262,-0.220,-0.110
6.264,-0.205,-0.120
6.266,-0.185,-0.125
6.268,-0.100,-0.120
6.270,-0.065,-0.100
6.272,0.050,-0.060
6.274,0.165,-0.005
6.276,0.150,0.065
6.278,0.130,0.150
6.280,0.285,0.240
6.282,0.215,0.325
6.284,0.285,0.400
6.286,0.435,0.460
6.288,0.580,0.490
6.290,0.615,0.500
6.292,0.665,0.480
6.294,0.560,0.435
6.296,0.395,0.370
6.298,0.265,0.290
6.300,0.170,0.200
6.302,-0.020,0.105
6.304,-0.110,0.015
6.306,-0.170,-0.070
6.308,-0.180,-0.140
6.310,-0.165,-0.195
6.312,-0.070,-0.235
6.314,-0.140,-0.255
6.316,-0.150,-0.255
6.318,-0.225,-0.245
6.320,-0.235,-0.225
6.322,-0.305,-0.195
6.324,-0.255,-0.170
6.326,-0.215,-0.145
6.328,-0.115,-0.125
6.330,-0.020,-0.115
6.332,0.060,-0.105
6.334,0.045,-0.095
6.336,0.045,-0.090
6.338,-0.035,-0.080
6.340,-0.100,-0.065
6.342,-0.180,-0.055
6.344,-0.185,-0.040
6.346,-0.085,-0.025
6.348,-0.010,-0.020
6.350,0.070,-0.015
6.352,0.110,-0.015
6.354,0.090,-0.020
6.356,0.030,-0.030
6.358,-0.025,-0.035
6.360,-0.040,-0.045
6.362,-0.200,-0.050
6.364,-0.135,-0.050
6.366,-0.065,-0.050
6.368,0.015,-0.050
6.370,0.020,-0.045
6.372,0.105,-0.040
6.374,0.120,-0.035
6.376,0.015,-0.035
6.378,-0.045,-0.030
6.380,-0.080,-0.030
6.382,-0.130,-0.025
6.384,-0.130,-0.025
6.386,-0.075,-0.025
6.388,0.025,-0.020
6.390,0.080,-0.020
6.392,0.135,-0.020
6.394,0.130,-0.020
6.396,0.030,-0.025
6.398,-0.020,-0.025
6.400,-0.075,-0.030
6.402,-0.155,-0.035
6.404,-0.160,-0.035
6.406,-0.085,-0.035
6.408,0.000,-0.035
6.410,0.075,-0.035
6.412,0.090,-0.030
6.414,0.055,-0.025
6.416,0.050,-0.020
6.418,-0.005,-0.010
6.420,-0.035,-0.005
6.422,-0.070,0.000
6.424,-0.095,0.005
6.426,-0.050,0.010
6.428,0.065,0.010
6.430,0.090,0.010
6.432,0.155,0.010
6.434,0.110,0.005
6.436,0.045,0.005
6.438,-0.030,0.005
6.440,-0.105,0.005
6.442,-0.145,0.010
6.444,-0.045,0.015
6.446,0.030,0.020
6.448,0.070,0.025
6.450,0.135,0.030
6.452,0.185,0.030
6.454,0.135,0.035
6.456,0.060,0.030
6.458,-0.035,0.025
6.460,-0.070,0.020
6.462,-0.085,0.015
6.464,-0.050,0.015
6.466,-0.010,0.010
6.468,0.025,0.010
6.470,0.135,0.010
6.472,0.180,0.015
6.474,0.095,0.020
6.476,0.105,0.030
6.478,0.010,0.035
6.480,-0.075,0.040
6.482,-0.075,0.045
6.484,-0.010,0.050
6.486,0.075,0.055
6.488,0.105,0.055
6.490,0.165,0.055
6.492,0.205,0.060
6.494,0.150,0.065
6.496,0.065,0.070
6.498,0.040,0.075
6.500,0.015,0.085
6.502,-0.010,0.095
6.504,0.060,0.100
6.506,0.095,0.105
6.508,0.170,0.110
6.510,0.260,0.110
6.512,0.245,0.110
6.514,0.195,0.110
6.516,0.140,0.110
6.518,0.065,0.110
6.520,0.030,0.120
6.522,0.065,0.130
6.524,0.085,0.140
6.526,0.135,0.155
6.528,0.195,0.170
6.530,0.360,0.180
6.532,0.320,0.190
6.534,0.295,0.195
6.536,0.220,0.195
6.538,0.100,0.190
6.540,0.080,0.190
6.542,0.120,0.185
6.544,0.115,0.180
6.546,0.215,0.180
6.548,0.270,0.180
6.550,0.285,0.185
6.552,0.290,0.185
6.554,0.295,0.185
6.556,0.185,0.180
6.558,0.130,0.175
6.560,0.060,0.170
6.562,0.080,0.160
6.564,0.135,0.155
6.566,0.200,0.155
6.568,0.270,0.160
6.570,0.320,0.165
6.572,0.310,0.175
6.574,0.250,0.180
6.576,0.200,0.185
6.578,0.135,0.180
6.580,0.060,0.170
6.582,0.035,0.155
6.584,0.085,0.130
6.586,0.100,0.105
6.588,0.135,0.080
6.590,0.240,0.060
6.592,0.175,0.045
6.594,0.130,0.035
6.596,0.025,0.035
6.598,-0.045,0.035
6.600,-0.095,0.040
6.602,-0.050,0.040
6.604,0.035,0.035
6.606,0.065,0.025
6.608,0.090,0.015
6.610,0.150,0.000
6.612,0.080,-0.015
6.614,0.055,-0.025
6.616,-0.050,-0.035
6.618,-0.095,-0.035
6.620,-0.155,-0.035
6.622,-0.180,-0.035
6.624,-0.050,-0.035
6.626,0.040,-0.035
6.628,0.030,-0.035
6.630,0.125,-0.040
6.632,0.160,-0.040
6.634,-0.015,-0.045
6.636,-0.045,-0.045
6.638,-0.065,-0.040
6.640,-0.225,-0.035
6.642,-0.100,-0.030
6.644,-0.085,-0.030
6.646,-0.020,-0.035
6.648,0.030,-0.045
6.650,0.075,-0.055
6.652,0.125,-0.070
6.654,-0.015,-0.080
6.656,-0.075,-0.085
6.658,-0.140,-0.085
6.660,-0.235,-0.075
6.662,-0.135,-0.065
6.664,-0.035,-0.050
6.666,0.025,-0.035
6.668,0.035,-0.030
6.670,0.105,-0.030
6.672,0.070,-0.035
6.674,-0.005,-0.045
6.676,-0.050,-0.055
6.678,-0.085,-0.065
6.680,-0.195,-0.070
6.682,-0.145,-0.070
6.684,-0.085,-0.065
6.686,0.005,-0.055
6.688,0.065,-0.050
6.690,0.085,-0.040
6.692,0.100,-0.040
6.694,0.010,-0.040
6.696,-0.075,-0.045
6.698,-0.130,-0.050
6.700,-0.185,-0.055
6.702,-0.155,-0.060
6.704,-0.105,-0.060
6.706,0.010,-0.060
6.708,0.060,-0.055
6.710,0.110,-0.050
6.712,0.080,-0.045
6.714,0.045,-0.045
6.716,-0.095,-0.045
6.718,-0.150,-0.050
6.720,-0.180,-0.055
6.722,-0.190,-0.055
6.724,-0.070,-0.055
6.726,0.020,-0.055
6.728,0.065,-0.050
6.730,0.130,-0.050
6.732,0.085,-0.045
6.734,0.020,-0.045
6.736,-0.095,-0.045
6.738,-0.145,-0.045
6.740,-0.145,-0.050
6.742,-0.145,-0.055
6.744,-0.080,-0.055
6.746,0.050,-0.055
6.748,0.035,-0.050
6.750,0.125,-0.045
6.752,0.080,-0.040
6.754,-0.010,-0.035
6.756,-0.065,-0.030
6.758,-0.135,-0.030
6.760,-0.180,-0.030
6.762,-0.105,-0.035
6.764,-0.060,-0.040
6.766,0.005,-0.045
6.768,0.095,-0.050
6.770,0.060,-0.050
6.772,0.095,-0.045
6.774,0.025,-0.040
6.776,-0.060,-0.035
6.778,-0.085,-0.030
6.780,-0.145,-0.020
6.782,-0.125,-0.015
6.784,-0.055,-0.010
6.786,0.025,-0.005
6.788,0.135,0.000
6.790,0.155,0.005
6.792,0.115,0.005
6.794,0.030,0.000
6.796,-0.060,0.000
6.798,-0.135,-0.005
6.800,-0.125,-0.015
6.802,-0.075,-0.020
6.804,0.015,-0.030
6.806,0.010,-0.035
6.808,0.130,-0.035
6.810,0.120,-0.030
6.812,0.075,-0.025
6.814,-0.045,-0.020
6.816,-0.015,-0.010
6.818,-0.145,-0.005
6.820,-0.095,0.000
6.822,-0.095,-0.005
6.824,-0.015,-0.005
6.826,0.060,-0.015
6.828,0.100,-0.020
6.830,0.040,-0.030
6.832,0.075,-0.035
6.834,0.010,-0.035
6.836,-0.050,-0.035
6.838,-0.155,-0.030
6.840,-0.120,-0.025
6.842,-0.060,-0.025
6.844,-0.030,-0.020
6.846,0.050,-0.020
6.848,0.190,-0.020
6.850,0.095,-0.025
6.852,0.055,-0.030
6.854,-0.035,-0.035
6.856,-0.075,-0.040
6.858,-0.180,-0.040
6.860,-0.160,-0.040
6.862,-0.050,-0.035
6.864,0.055,-0.030
6.866,0.060,-0.030
6.868,0.090,-0.025
6.870,0.080,-0.025
6.872,0.055,-0.025
6.874,0.010,-0.030
6.876,-0.025,-0.035
6.878,-0.155,-0.035
6.880,-0.135,-0.040
6.882,-0.080,-0.040
6.884,-0.015,-0.035
6.886,0.010,-0.035
6.888,0.130,-0.030
6.890,0.080,-0.030
6.892,0.015,-0.030
6.894,-0.060,-0.035
6.896,-0.080,-0.040
6.898,-0.170,-0.050
6.900,-0.130,-0.055
6.902,-0.070,-0.065
6.904,0.000,-0.070
6.906,0.055,-0.070
6.908,0.075,-0.065
6.910,0.060,-0.060
6.912,0.005,-0.050
6.914,-0.055,-0.040
6.916,-0.025,-0.035
6.918,-0.135,-0.030
6.920,-0.095,-0.025
6.922,-0.035,-0.025
6.924,0.045,-0.025
6.926,0.015,-0.025
6.928,0.100,-0.030
6.930,0.145,-0.030
6.932,0.015,-0.030
6.934,-0.065,-0.030
6.936,-0.060,-0.030
6.938,-0.180,-0.035
6.940,-0.170,-0.040
6.942,-0.060,-0.040
6.944,0.040,-0.045
6.946,0.055,-0.045
6.948,0.115,-0.040
6.950,0.100,-0.035
6.952,0.035,-0.025
6.954,-0.005,-0.015
6.956,-0.035,-0.010
6.958,-0.140,-0.005
6.960,-0.140,-0.005
6.962,-0.100,-0.015
6.964,0.020,-0.025
6.966,0.065,-0.035
6.968,0.130,-0.050
6.970,0.065,-0.060
6.972,0.005,-0.065
6.974,-0.070,-0.065
6.976,-0.120,-0.065
6.978,-0.200,-0.060
6.980,-0.130,-0.050
6.982,-0.090,-0.045
6.984,0.005,-0.040
6.986,0.085,-0.035
6.988,0.080,-0.035
6.990,0.135,-0.035
6.992,0.035,-0.035
6.994,-0.025,-0.035
6.996,-0.100,-0.035
6.998,-0.140,-0.035
7.000,-0.095,-0.035
7.002,-0.060,-0.035
7.004,0.005,-0.040
7.006,0.085,-0.045
7.008,0.085,-0.050
7.010,0.085,-0.060
